Ataques,Year,Epoca,Month,Estacion,Country,Sex,Type,Activity,Injury,Mortal
2885,1978,1940-1980,11,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
2886,1978,1940-1980,11,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
2887,1978,1940-1980,10,Otoño,SOUTH AFRICA,M,Invalid,Fishing,Mortal,Y
2888,1978,1940-1980,9,Verano,SOUTH AFRICA,M,Unprovoked,Fishing,No injury,N
2889,1978,1940-1980,9,Verano,ITALY,M,Unprovoked,Diving,No injury,N
2890,1978,1940-1980,9,Verano,AUSTRALIA,M,Unprovoked,Diving,Varios,N
2891,1978,1940-1980,8,Verano,USA,M,Unprovoked,Bathing,Varios,N
2892,1978,1940-1980,8,Verano,USA,M,Unprovoked,Floating on inner tube raft,Minor injury,N
2893,1978,1940-1980,7,Verano,USA,M,Sea Disaster,"Explosion destroyed 28' boat, survivors in the water ",No injury,N
2894,1978,1940-1980,7,Verano,USA,M,Provoked,Fishing,Varios,N
2895,1978,1940-1980,6,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
2896,1978,1940-1980,6,Primavera,USA,M,Unprovoked,Surfing,Varios,N
2897,1978,1940-1980,6,Primavera,ITALY,UNKNOWN,Invalid,Sin datos,No injury,N
2898,1978,1940-1980,4,Primavera,MARSHALL ISLANDS,M,Unprovoked,Diving,Varios,N
2899,1978,1940-1980,4,Primavera,MARSHALL ISLANDS,M,Unprovoked,Diving,Laceraciones,N
2900,1978,1940-1980,4,Primavera,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
2901,1978,1940-1980,3,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Sin datos,No injury,N
2902,1978,1940-1980,2,Invierno,SOUTH AFRICA,UNKNOWN,Unprovoked,Fishing,Varios,N
2903,1978,1940-1980,2,Invierno,SOUTH AFRICA,M,Unprovoked,Diving,No injury,N
2904,1978,1940-1980,1,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
2905,1978,1940-1980,1,Invierno,SOUTH AFRICA,M,Invalid,Sin datos,Varios,Y
2906,1978,1940-1980,0,Sin datos,USA,F,Unprovoked,Surfing,Bitten,N
2907,1978,1940-1980,0,Sin datos,VANUATU,F,Unprovoked,Swimming,Mortal,Y
2908,1977,1940-1980,12,Otoño,USA,M,Sea Disaster,"Swimming, after single-engine aircraft went down in the sea",Laceraciones,N
2909,1977,1940-1980,12,Otoño,USA,M,Unprovoked,Surfing,Varios,N
2910,1977,1940-1980,12,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
2911,1977,1940-1980,12,Otoño,SOUTH AFRICA,UNKNOWN,Boat,Fishing,No injury,N
2912,1977,1940-1980,11,Otoño,SOUTH AFRICA,M,Provoked,Bathing,Laceraciones,N
2913,1977,1940-1980,10,Otoño,SOUTH AFRICA,M,Unprovoked,Fishing,No injury,N
2914,1977,1940-1980,8,Verano,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
2915,1977,1940-1980,8,Verano,AUSTRALIA,M,Unprovoked,Floating on an inflatable raft,Bitten,Y
2916,1977,1940-1980,8,Verano,SOUTH AFRICA,M,Boat,Fishing,Varios,N
2917,1977,1940-1980,8,Verano,USA,M,Unprovoked,Diving,Laceraciones,N
2918,1977,1940-1980,8,Verano,USA,M,Invalid,Bathing,Laceraciones,N
2919,1977,1940-1980,7,Verano,USA,M,Sea Disaster,Fishing,Varios,N
2920,1977,1940-1980,6,Primavera,USA,M,Provoked,Fishing,Varios,N
2921,1977,1940-1980,6,Primavera,USA,M,Unprovoked,Collecting fish from net,Laceraciones,N
2922,1977,1940-1980,5,Primavera,SOUTH AFRICA,M,Boat,Fishing,Laceraciones,N
2923,1977,1940-1980,5,Primavera,AUSTRALIA,M,Invalid,Sin datos,Varios,N
2924,1977,1940-1980,4,Primavera,AUSTRALIA,M,Unprovoked,Sin datos,Varios,N
2925,1977,1940-1980,4,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
2926,1977,1940-1980,3,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Bitten,N
2927,1977,1940-1980,3,Invierno,AUSTRALIA,M,Sea Disaster,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Bitten,N
2928,1977,1940-1980,3,Invierno,AUSTRALIA,M,Sea Disaster,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Mortal,Y
2929,1977,1940-1980,3,Invierno,AUSTRALIA,M,Sea Disaster,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Mortal,Y
2930,1977,1940-1980,2,Invierno,AUSTRALIA,M,Unprovoked,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",Laceraciones,N
2931,1977,1940-1980,2,Invierno,AUSTRALIA,M,Invalid,Sin datos,Varios,Y
2932,1977,1940-1980,2,Invierno,NEW CALEDONIA,UNKNOWN,Unprovoked,Sin datos,Bitten,N
2933,1977,1940-1980,1,Invierno,MEXICO,M,Unprovoked,Swimming,Mortal,Y
2934,1976,1940-1980,12,Otoño,AUSTRALIA,M,Unprovoked,Sin datos,Varios,N
2935,1976,1940-1980,12,Otoño,USA,M,Unprovoked,Diving,Bitten,N
2936,1976,1940-1980,11,Otoño,SOUTH AFRICA,M,Unprovoked,"Thrashing the water / imitating the shark victim from ""Jaws""",Bitten,N
2937,1976,1940-1980,11,Otoño,AUSTRALIA,UNKNOWN,Invalid,Sin datos,Varios,Y
2938,1976,1940-1980,11,Otoño,USA,M,Unprovoked,Surfing,Varios,N
2939,1976,1940-1980,11,Otoño,SOUTH AFRICA,M,Invalid,Swimming,Varios,N
2940,1976,1940-1980,11,Otoño,SOUTH AFRICA,UNKNOWN,Provoked,Fishing,No injury,N
2941,1976,1940-1980,10,Otoño,SOUTH AFRICA,UNKNOWN,Boat,Boat,No injury,N
2942,1976,1940-1980,10,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
2943,1976,1940-1980,10,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
2944,1976,1940-1980,9,Verano,NEW CALEDONIA,UNKNOWN,Sea Disaster,Shipwreck,Varios,N
2945,1976,1940-1980,9,Verano,AUSTRALIA,M,Unprovoked,Diving,Laceraciones,N
2946,1976,1940-1980,9,Verano,HONG KONG,M,Sea Disaster,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",Bitten,Y
2947,1976,1940-1980,9,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
2948,1976,1940-1980,9,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
2949,1976,1940-1980,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
2950,1976,1940-1980,8,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
2951,1976,1940-1980,8,Verano,USA,M,Unprovoked,Surfing,No injury,N
2952,1976,1940-1980,7,Verano,USA,M,Unprovoked,Fishing,Laceraciones,N
2953,1976,1940-1980,7,Verano,USA,M,Unprovoked,Playing,Bitten,N
2954,1976,1940-1980,7,Verano,USA,M,Unprovoked,Diving,Mortal,Y
2955,1976,1940-1980,7,Verano,USA,M,Unprovoked,Fishing,Varios,N
2956,1976,1940-1980,6,Primavera,USA,M,Unprovoked,Diving,Laceraciones,N
2957,1976,1940-1980,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
2958,1976,1940-1980,6,Primavera,ITALY,M,Provoked,Fishing,Varios,N
2959,1976,1940-1980,6,Primavera,AUSTRALIA,F,Boat,Sitting in bow of her father's 5 m boat,Varios,N
2960,1976,1940-1980,5,Primavera,SOUTH AFRICA,UNKNOWN,Boat,Fishing,Varios,N
2961,1976,1940-1980,4,Primavera,USA,UNKNOWN,Invalid,Sin datos,Varios,Y
2962,1976,1940-1980,3,Invierno,USA,M,Unprovoked,Bathing,Laceraciones,N
2963,1976,1940-1980,3,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Fishing,No injury,N
2964,1976,1940-1980,3,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Sin datos,Varios,N
2965,1976,1940-1980,3,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Sin datos,Varios,N
2966,1976,1940-1980,2,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Shark watching,No injury,N
2967,1976,1940-1980,1,Invierno,SOUTH AFRICA,UNKNOWN,Provoked,Fishing,No injury,N
2968,1976,1940-1980,1,Invierno,AUSTRALIA,F,Unprovoked,Sin datos,Varios,N
2969,1976,1940-1980,1,Invierno,SOUTH AFRICA,UNKNOWN,Provoked,Fishing,Varios,N
2970,1976,1940-1980,1,Invierno,USA,M,Unprovoked,Fishing,Varios,N
2971,1976,1940-1980,1,Invierno,NEW ZEALAND,M,Unprovoked,Fishing,Mortal,Y
2972,1976,1940-1980,0,Sin datos,USA,M,Unprovoked,Diving,Mortal,Y
2973,1975,1940-1980,12,Otoño,AUSTRALIA,UNKNOWN,Boat,Attempting to drive shark away from the beach,No injury,N
2974,1975,1940-1980,12,Otoño,USA,M,Unprovoked,Fishing,Bitten,N
2975,1975,1940-1980,12,Otoño,AUSTRALIA,M,Provoked,Filming & feeding captive sharks,Varios,N
2976,1975,1940-1980,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
2977,1975,1940-1980,11,Otoño,SOUTH AFRICA,M,Unprovoked,Bathing,Laceraciones,N
2978,1975,1940-1980,11,Otoño,AUSTRALIA,M,Unprovoked,Sin datos,Varios,N
2979,1975,1940-1980,11,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
2980,1975,1940-1980,10,Otoño,USA,M,Invalid,Surfing,Varios,N
2981,1975,1940-1980,10,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
2982,1975,1940-1980,10,Otoño,USA,UNKNOWN,Invalid,Surfing,No details,UNKNOWN
2983,1975,1940-1980,9,Verano,SOUTH AFRICA,M,Unprovoked,Paddleskiing,Laceraciones,N
2984,1975,1940-1980,8,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
2985,1975,1940-1980,8,Verano,USA,M,Unprovoked,Floating on a small orange raft ,Bitten,N
2986,1975,1940-1980,8,Verano,USA,M,Unprovoked,Diving,Laceraciones,N
2987,1975,1940-1980,8,Verano,HONG KONG,M,Unprovoked,Freedom swimming,Bitten,N
2988,1975,1940-1980,7,Verano,USA,F,Sea Disaster,Sea disaster,Bitten,Y
2989,1975,1940-1980,7,Verano,AUSTRALIA,M,Unprovoked,Diving,Mortal,Y
2990,1975,1940-1980,7,Verano,USA,M,Unprovoked,Diving,Laceraciones,N
2991,1975,1940-1980,7,Verano,AUSTRALIA,M,Unprovoked,Surfing,Bitten,N
2992,1975,1940-1980,7,Verano,USA,M,Unprovoked,Diving,Bitten,N
2993,1975,1940-1980,7,Verano,USA,M,Unprovoked,Diving,No injury,N
2994,1975,1940-1980,7,Verano,USA,F,Unprovoked,Swimming,Laceraciones,N
2995,1975,1940-1980,7,Verano,AUSTRALIA,M,Provoked,Fishing,Varios,N
2996,1975,1940-1980,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
2997,1975,1940-1980,6,Primavera,USA,M,Unprovoked,Swimming ,Laceraciones,N
2998,1975,1940-1980,6,Primavera,USA,F,Unprovoked,Bathing,Bitten,N
2999,1975,1940-1980,6,Primavera,USA,M,Unprovoked,Swimming near his boat,Bitten,N
3000,1975,1940-1980,6,Primavera,USA,M,Unprovoked,Surfing,No injury,N
3001,1975,1940-1980,6,Primavera,USA,M,Provoked,Sin datos,Varios,N
3002,1975,1940-1980,5,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
3003,1975,1940-1980,5,Primavera,USA,F,Unprovoked,Bathing,Bitten,N
3004,1975,1940-1980,4,Primavera,ITALY,M,Invalid,Diving,Varios,N
3005,1975,1940-1980,4,Primavera,SOUTH AFRICA,M,Invalid,Sin datos,Varios,Y
3006,1975,1940-1980,4,Primavera,SOUTH AFRICA,M,Unprovoked,Fishing,No injury,N
3007,1975,1940-1980,3,Invierno,SOUTH AFRICA,M,Invalid,Swimming,Varios,Y
3008,1975,1940-1980,3,Invierno,AUSTRALIA,F,Unprovoked,Sin datos,Bitten,N
3009,1975,1940-1980,3,Invierno,USA,M,Unprovoked,Floating in inner tube,Bitten,N
3010,1975,1940-1980,3,Invierno,AUSTRALIA,UNKNOWN,Provoked,Diving & force-feeding the shark,Varios,N
3011,1975,1940-1980,3,Invierno,SOUTH AFRICA,M,Provoked,Attempting to drag hooked shark ashore by its tail,Bitten,N
3012,1975,1940-1980,3,Invierno,BANGLADESH,UNKNOWN,Sea Disaster,Ferry capsized,Mortal,Y
3013,1975,1940-1980,2,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Varios,N
3014,1975,1940-1980,2,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Sin datos,Varios,N
3015,1975,1940-1980,2,Invierno,AUSTRALIA,M,Unprovoked,Fishing,Mortal,Y
3016,1975,1940-1980,2,Invierno,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
3017,1975,1940-1980,2,Invierno,AUSTRALIA,M,Unprovoked,Sin datos,Varios,N
3018,1975,1940-1980,2,Invierno,SOUTH AFRICA,M,Provoked,Fishing,Bitten,N
3019,1975,1940-1980,1,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Mortal,Y
3020,1975,1940-1980,0,Sin datos,BERMUDA,M,Unprovoked,Fishing,Varios,N
3021,1975,1940-1980,0,Sin datos,REUNION,M,Unprovoked,Sin datos,Mortal,Y
3022,1974,1940-1980,12,Otoño,AUSTRALIA,UNKNOWN,Unprovoked,Sin datos,Varios,N
3023,1974,1940-1980,11,Otoño,USA,M,Unprovoked,Bathing,Varios,N
3024,1974,1940-1980,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
3025,1974,1940-1980,9,Verano,USA,M,Unprovoked,Diving,Varios,N
3026,1974,1940-1980,9,Verano,ISRAEL,F,Unprovoked,Swimming,Varios,N
3027,1974,1940-1980,9,Verano,USA,M,Unprovoked,Diving,Minor injury,N
3028,1974,1940-1980,9,Verano,USA,M,Unprovoked,Diving,Varios,N
3029,1974,1940-1980,9,Verano,AUSTRALIA,M,Sea Disaster,Fishing,Varios,N
3030,1974,1940-1980,9,Verano,USA,M,Unprovoked,Surfing,No injury,N
3031,1974,1940-1980,8,Verano,HONG KONG,M,Unprovoked,Freedom Swimming,Varios,N
3032,1974,1940-1980,8,Verano,HONG KONG,M,Unprovoked,Freedom swimming,Mortal,Y
3033,1974,1940-1980,8,Verano,HONG KONG,M,Unprovoked,Freedom swimming,Laceraciones,N
3034,1974,1940-1980,8,Verano,HONG KONG,M,Unprovoked,Freedom swimming,Bitten,N
3035,1974,1940-1980,8,Verano,CROATIA,M,Unprovoked,Sin datos,Mortal,Y
3036,1974,1940-1980,8,Verano,USA,M,Unprovoked,Surfing,Minor injury,N
3037,1974,1940-1980,7,Verano,USA,M,Unprovoked,Diving,Bitten,N
3038,1974,1940-1980,7,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
3039,1974,1940-1980,7,Verano,USA,M,Sea Disaster,Adrift after the sinking of the motor yacht Princess Dianne,Bitten,Y
3040,1974,1940-1980,6,Primavera,USA,F,Unprovoked,Swimming,Laceraciones,N
3041,1974,1940-1980,5,Primavera,USA,M,Unprovoked,Diving,Bitten,N
3042,1974,1940-1980,4,Primavera,BRAZIL,M,Sea Disaster,Fishing,Mortal,Y
3043,1974,1940-1980,4,Primavera,SOUTH AFRICA,M,Unprovoked,Fishing,Laceraciones,N
3044,1974,1940-1980,4,Primavera,SOUTH AFRICA,M,Unprovoked,Bathing,Laceraciones,N
3045,1974,1940-1980,4,Primavera,USA,F,Unprovoked,Swimming,Bitten,N
3046,1974,1940-1980,4,Primavera,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
3047,1974,1940-1980,3,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,No injury,N
3048,1974,1940-1980,3,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Fishing,No injury,N
3049,1974,1940-1980,2,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Varios,N
3050,1974,1940-1980,2,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Laceraciones,N
3051,1974,1940-1980,2,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Fishing,No injury,N
3052,1974,1940-1980,2,Invierno,SOUTH AFRICA,UNKNOWN,Boat,Fishing,No injury,N
3053,1974,1940-1980,1,Invierno,SOUTH AFRICA,M,Unprovoked,Sitting,Varios,N
3054,1974,1940-1980,1,Invierno,AUSTRALIA,M,Unprovoked,Diving for abalone,Mortal,Y
3055,1974,1940-1980,1,Invierno,SOUTH AFRICA,M,Unprovoked,Swimming,Laceraciones,N
3056,1974,1940-1980,1,Invierno,MOZAMBIQUE,M,Unprovoked,Swimming,Mortal,Y
3057,1974,1940-1980,1,Invierno,MOZAMBIQUE,M,Unprovoked,Swimming,Mortal,Y
3058,1974,1940-1980,0,Sin datos,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
3059,1974,1940-1980,0,Sin datos,CROATIA,UNKNOWN,Unprovoked,Sin datos,Mortal,Y
3060,1973,1940-1980,12,Otoño,MOZAMBIQUE,M,Unprovoked,Fishing,Varios,N
3061,1973,1940-1980,12,Otoño,MOZAMBIQUE,M,Unprovoked,Swimming ,Mortal,Y
3062,1973,1940-1980,12,Otoño,PHILIPPINES,M,Unprovoked,Swimming,Mortal,Y
3063,1973,1940-1980,12,Otoño,USA,M,Unprovoked,Swimming,Bitten,N
